item,detection precision %,retrieved,relevant retrieved
C22_20170717_056640_056700.rttm,0.00,10.66,0.00
C22_20170717_057240_057300.rttm,0.00,6.10,0.00
C24_20170712_002040_002100.rttm,68.24,16.09,10.98
C24_20170712_002640_002700.rttm,0.00,5.45,0.00
C24_20170712_003240_003300.rttm,0.00,2.52,0.00
C24_20170712_003840_003900.rttm,0.00,1.79,0.00
C24_20170712_004440_004500.rttm,0.00,3.95,0.00
C24_20170712_005040_005100.rttm,100.00,0.00,0.00
C24_20170712_005640_005700.rttm,100.00,0.00,0.00
C24_20170712_006240_006300.rttm,100.00,0.00,0.00
C24_20170712_006840_006900.rttm,100.00,0.00,0.00
C24_20170712_007440_007500.rttm,0.00,2.04,0.00
C24_20170712_008040_008100.rttm,100.00,0.00,0.00
C24_20170712_008640_008700.rttm,0.00,2.93,0.00
C24_20170712_009240_009300.rttm,0.00,1.23,0.00
C24_20170712_009840_009900.rttm,0.00,6.39,0.00
C24_20170712_010440_010500.rttm,0.00,7.47,0.00
C24_20170712_011040_011100.rttm,0.00,1.30,0.00
C24_20170712_011640_011700.rttm,0.00,4.79,0.00
C24_20170712_012240_012300.rttm,0.00,12.43,0.00
C24_20170712_012840_012900.rttm,0.00,0.60,0.00
C24_20170712_013440_013500.rttm,100.00,0.00,0.00
C24_20170712_014040_014100.rttm,100.00,0.00,0.00
C24_20170712_014640_014700.rttm,100.00,0.00,0.00
C24_20170712_015240_015300.rttm,0.00,15.23,0.00
C24_20170712_015840_015900.rttm,0.00,10.17,0.00
C24_20170712_016440_016500.rttm,12.73,23.56,3.00
C24_20170712_017040_017100.rttm,0.00,5.75,0.00
C24_20170712_017640_017700.rttm,0.00,11.93,0.00
C24_20170712_018240_018300.rttm,0.00,1.95,0.00
C24_20170712_018840_018900.rttm,0.00,5.81,0.00
C24_20170712_019440_019500.rttm,0.00,0.60,0.00
C24_20170712_020040_020100.rttm,57.09,10.58,6.04
C24_20170712_020640_020700.rttm,0.00,2.24,0.00
C24_20170712_021240_021300.rttm,0.00,2.21,0.00
C24_20170712_021840_021900.rttm,0.00,5.95,0.00
C24_20170712_022440_022500.rttm,0.00,0.60,0.00
C24_20170712_023040_023100.rttm,0.00,4.73,0.00
C24_20170712_023640_023700.rttm,96.81,37.04,35.86
C24_20170712_024240_024300.rttm,100.00,0.00,0.00
C24_20170712_024840_024900.rttm,100.00,0.00,0.00
C24_20170712_025440_025500.rttm,100.00,0.00,0.00
C24_20170712_026040_026100.rttm,100.00,0.00,0.00
C24_20170712_026640_026700.rttm,0.00,25.23,0.00
C24_20170712_027240_027300.rttm,85.20,14.05,11.97
C24_20170712_027840_027900.rttm,0.00,9.87,0.00
C24_20170712_028440_028500.rttm,0.00,9.82,0.00
C24_20170712_029040_029100.rttm,0.00,22.83,0.00
C24_20170712_029640_029700.rttm,0.00,1.60,0.00
C24_20170712_030240_030300.rttm,0.00,1.19,0.00
C24_20170712_030840_030900.rttm,100.00,0.00,0.00
C24_20170712_031440_031500.rttm,100.00,0.00,0.00
C24_20170712_032040_032100.rttm,0.00,1.05,0.00
C24_20170712_032640_032700.rttm,0.00,1.04,0.00
C24_20170712_033240_033300.rttm,0.00,0.60,0.00
C24_20170712_033840_033900.rttm,100.00,0.00,0.00
C24_20170712_034440_034500.rttm,0.00,0.13,0.00
C24_20170712_035040_035100.rttm,0.00,0.80,0.00
C24_20170712_035640_035700.rttm,0.00,1.31,0.00
C24_20170712_036240_036300.rttm,0.00,5.50,0.00
C24_20170712_036840_036900.rttm,0.00,14.86,0.00
C24_20170712_037440_037500.rttm,0.00,2.99,0.00
C24_20170712_038040_038100.rttm,96.98,3.97,3.85
C24_20170712_038640_038700.rttm,0.00,4.49,0.00
C24_20170712_039240_039300.rttm,0.00,7.18,0.00
C24_20170712_039840_039900.rttm,0.00,36.30,0.00
C24_20170712_040440_040500.rttm,0.00,5.66,0.00
C24_20170712_041040_041100.rttm,0.00,2.71,0.00
C24_20170712_041640_041700.rttm,4.65,18.07,0.84
C24_20170712_042240_042300.rttm,100.00,0.00,0.00
C24_20170712_042840_042900.rttm,0.00,1.00,0.00
C24_20170712_043440_043500.rttm,0.00,1.20,0.00
C24_20170712_044040_044100.rttm,0.00,5.17,0.00
C24_20170712_044640_044700.rttm,100.00,0.00,0.00
C24_20170712_045240_045300.rttm,100.00,0.00,0.00
C24_20170712_045840_045900.rttm,100.00,0.00,0.00
C24_20170712_046440_046500.rttm,100.00,0.00,0.00
C24_20170712_047040_047100.rttm,100.00,0.00,0.00
C24_20170712_047640_047700.rttm,100.00,0.00,0.00
C24_20170712_048240_048300.rttm,100.00,0.00,0.00
C24_20170712_048840_048900.rttm,100.00,0.00,0.00
C24_20170712_049440_049500.rttm,100.00,0.00,0.00
C24_20170712_050040_050100.rttm,100.00,0.00,0.00
C24_20170712_050640_050700.rttm,100.00,0.00,0.00
C24_20170712_051240_051300.rttm,100.00,0.00,0.00
C24_20170712_051840_051900.rttm,100.00,0.00,0.00
C24_20170712_052440_052500.rttm,100.00,0.00,0.00
C24_20170712_053040_053100.rttm,100.00,0.00,0.00
C24_20170712_053640_053700.rttm,100.00,0.00,0.00
C24_20170712_054240_054300.rttm,100.00,0.00,0.00
C24_20170712_054840_054900.rttm,100.00,0.00,0.00
C24_20170712_055440_055500.rttm,100.00,0.00,0.00
C24_20170712_056040_056100.rttm,100.00,0.00,0.00
C24_20170712_056640_056700.rttm,100.00,0.00,0.00
C24_20170712_057240_057300.rttm,0.00,0.60,0.00
C24_20170719_002040_002100.rttm,65.49,20.66,13.53
C24_20170719_002640_002700.rttm,0.00,29.77,0.00
C24_20170719_003240_003300.rttm,0.00,13.38,0.00
C24_20170719_003840_003900.rttm,0.00,26.21,0.00
C24_20170719_004440_004500.rttm,0.00,2.55,0.00
C24_20170719_005040_005100.rttm,0.00,22.40,0.00
C24_20170719_005640_005700.rttm,90.03,19.85,17.87
C24_20170719_006240_006300.rttm,0.00,19.10,0.00
C24_20170719_006840_006900.rttm,0.00,21.28,0.00
C24_20170719_007440_007500.rttm,0.00,22.77,0.00
C24_20170719_008040_008100.rttm,0.00,22.99,0.00
C24_20170719_008640_008700.rttm,0.00,20.90,0.00
C24_20170719_009240_009300.rttm,27.08,10.34,2.80
C24_20170719_009840_009900.rttm,0.00,27.53,0.00
C24_20170719_010440_010500.rttm,0.00,11.17,0.00
C24_20170719_011040_011100.rttm,0.00,1.04,0.00
C24_20170719_011640_011700.rttm,100.00,0.00,0.00
C24_20170719_012240_012300.rttm,0.00,6.66,0.00
C24_20170719_012840_012900.rttm,0.00,0.62,0.00
C24_20170719_013440_013500.rttm,0.00,1.20,0.00
C24_20170719_014040_014100.rttm,0.00,1.72,0.00
C24_20170719_014640_014700.rttm,100.00,0.00,0.00
C24_20170719_015240_015300.rttm,100.00,0.00,0.00
C24_20170719_015840_015900.rttm,0.00,3.07,0.00
C24_20170719_016440_016500.rttm,94.78,7.09,6.72
C24_20170719_017040_017100.rttm,0.00,6.77,0.00
C24_20170719_017640_017700.rttm,0.00,29.39,0.00
C24_20170719_018240_018300.rttm,0.00,5.99,0.00
C24_20170719_018840_018900.rttm,0.00,10.63,0.00
C24_20170719_019440_019500.rttm,0.00,29.65,0.00
C24_20170719_020040_020100.rttm,54.69,30.68,16.78
C24_20170719_020640_020700.rttm,0.00,8.50,0.00
C24_20170719_021240_021300.rttm,0.00,21.77,0.00
C24_20170719_021840_021900.rttm,0.00,15.43,0.00
C24_20170719_022440_022500.rttm,0.00,17.26,0.00
C24_20170719_023040_023100.rttm,0.00,17.20,0.00
C24_20170719_023640_023700.rttm,84.49,6.06,5.12
C24_20170719_024240_024300.rttm,0.00,6.60,0.00
C24_20170719_024840_024900.rttm,0.00,12.41,0.00
C24_20170719_025440_025500.rttm,0.00,15.47,0.00
C24_20170719_026040_026100.rttm,100.00,0.00,0.00
C24_20170719_026640_026700.rttm,0.00,17.41,0.00
C24_20170719_027240_027300.rttm,87.16,11.45,9.98
C24_20170719_027840_027900.rttm,0.00,14.69,0.00
C24_20170719_028440_028500.rttm,0.00,9.73,0.00
C24_20170719_029040_029100.rttm,0.00,19.78,0.00
C24_20170719_029640_029700.rttm,0.00,29.03,0.00
C24_20170719_030240_030300.rttm,0.00,36.32,0.00
C24_20170719_030840_030900.rttm,90.45,10.78,9.75
C24_20170719_031440_031500.rttm,0.00,3.02,0.00
C24_20170719_032040_032100.rttm,0.00,17.50,0.00
C24_20170719_032640_032700.rttm,0.00,6.79,0.00
C24_20170719_033240_033300.rttm,0.00,16.24,0.00
C24_20170719_033840_033900.rttm,0.00,12.75,0.00
C24_20170719_034440_034500.rttm,86.56,7.07,6.12
C24_20170719_035040_035100.rttm,0.00,0.60,0.00
C24_20170719_035640_035700.rttm,100.00,0.00,0.00
C24_20170719_036240_036300.rttm,100.00,0.00,0.00
C24_20170719_036840_036900.rttm,100.00,0.00,0.00
C24_20170719_037440_037500.rttm,100.00,0.00,0.00
C24_20170719_038040_038100.rttm,100.00,0.00,0.00
C24_20170719_038640_038700.rttm,0.00,4.70,0.00
C24_20170719_039240_039300.rttm,100.00,0.00,0.00
C24_20170719_039840_039900.rttm,100.00,0.00,0.00
C24_20170719_040440_040500.rttm,0.00,3.04,0.00
C24_20170719_041040_041100.rttm,0.00,14.89,0.00
C24_20170719_041640_041700.rttm,100.00,0.00,0.00
C24_20170719_042240_042300.rttm,100.00,0.00,0.00
C24_20170719_042840_042900.rttm,100.00,0.00,0.00
C24_20170719_043440_043500.rttm,100.00,0.00,0.00
C24_20170719_044040_044100.rttm,100.00,0.00,0.00
C24_20170719_044640_044700.rttm,100.00,0.00,0.00
C24_20170719_045240_045300.rttm,0.00,0.60,0.00
C24_20170719_045840_045900.rttm,100.00,0.00,0.00
C24_20170719_046440_046500.rttm,100.00,0.00,0.00
C24_20170719_047040_047100.rttm,0.00,12.52,0.00
C24_20170719_047640_047700.rttm,100.00,0.00,0.00
C24_20170719_048240_048300.rttm,100.00,0.00,0.00
C24_20170719_048840_048900.rttm,100.00,0.00,0.00
C24_20170719_049440_049500.rttm,100.00,0.00,0.00
C24_20170719_050040_050100.rttm,100.00,0.00,0.00
C24_20170719_050640_050700.rttm,100.00,0.00,0.00
C24_20170719_051240_051300.rttm,0.00,0.60,0.00
C24_20170719_051840_051900.rttm,100.00,0.00,0.00
C24_20170719_052440_052500.rttm,100.00,0.00,0.00
C24_20170719_053040_053100.rttm,100.00,0.00,0.00
C24_20170719_053640_053700.rttm,100.00,0.00,0.00
C24_20170719_054240_054300.rttm,100.00,0.00,0.00
C24_20170719_054840_054900.rttm,100.00,0.00,0.00
C24_20170719_055440_055500.rttm,100.00,0.00,0.00
C24_20170719_056040_056100.rttm,100.00,0.00,0.00
C24_20170719_056640_056700.rttm,100.00,0.00,0.00
C24_20170719_057240_057300.rttm,0.00,0.60,0.00
C25_20170719_002040_002100.rttm,80.12,13.48,10.80
C25_20170719_002640_002700.rttm,0.00,5.16,0.00
C25_20170719_003240_003300.rttm,0.00,23.60,0.00
C25_20170719_003840_003900.rttm,0.00,24.19,0.00
C25_20170719_004440_004500.rttm,0.00,8.07,0.00
C25_20170719_005040_005100.rttm,0.00,8.25,0.00
C25_20170719_005640_005700.rttm,8.15,8.59,0.70
C25_20170719_006240_006300.rttm,0.00,12.25,0.00
C25_20170719_006840_006900.rttm,0.00,7.61,0.00
C25_20170719_007440_007500.rttm,0.00,15.01,0.00
C25_20170719_008040_008100.rttm,0.00,21.02,0.00
C25_20170719_008640_008700.rttm,0.00,19.30,0.00
C25_20170719_009240_009300.rttm,91.14,8.92,8.13
C25_20170719_009840_009900.rttm,0.00,14.46,0.00
C25_20170719_010440_010500.rttm,0.00,6.32,0.00
C25_20170719_011040_011100.rttm,0.00,3.13,0.00
C25_20170719_011640_011700.rttm,100.00,0.00,0.00
C25_20170719_012240_012300.rttm,0.00,9.82,0.00
C25_20170719_012840_012900.rttm,90.19,14.27,12.87
C25_20170719_013440_013500.rttm,0.00,11.04,0.00
C25_20170719_014040_014100.rttm,0.00,19.73,0.00
C25_20170719_014640_014700.rttm,0.00,14.61,0.00
C25_20170719_015240_015300.rttm,0.00,9.31,0.00
C25_20170719_015840_015900.rttm,0.00,5.73,0.00
C25_20170719_016440_016500.rttm,91.09,54.54,49.68
C25_20170719_017040_017100.rttm,0.00,5.29,0.00
C25_20170719_017640_017700.rttm,0.00,23.30,0.00
C25_20170719_018240_018300.rttm,0.00,12.32,0.00
C25_20170719_018840_018900.rttm,0.00,23.29,0.00
C25_20170719_019440_019500.rttm,0.00,19.62,0.00
C25_20170719_020040_020100.rttm,35.53,15.76,5.60
C25_20170719_020640_020700.rttm,0.00,18.89,0.00
C25_20170719_021240_021300.rttm,0.00,21.36,0.00
C25_20170719_021840_021900.rttm,0.00,8.02,0.00
C25_20170719_022440_022500.rttm,0.00,13.19,0.00
C25_20170719_023040_023100.rttm,0.00,20.36,0.00
C25_20170719_023640_023700.rttm,73.72,33.91,25.00
C25_20170719_024240_024300.rttm,0.00,12.17,0.00
C25_20170719_024840_024900.rttm,0.00,22.47,0.00
C25_20170719_025440_025500.rttm,0.00,2.07,0.00
C25_20170719_026040_026100.rttm,0.00,14.08,0.00
C25_20170719_026640_026700.rttm,0.00,8.35,0.00
C25_20170719_027240_027300.rttm,57.81,28.37,16.40
C25_20170719_027840_027900.rttm,0.00,6.30,0.00
C25_20170719_028440_028500.rttm,0.00,13.16,0.00
C25_20170719_029040_029100.rttm,0.00,36.85,0.00
C25_20170719_029640_029700.rttm,0.00,19.29,0.00
C25_20170719_030240_030300.rttm,0.00,8.00,0.00
C25_20170719_030840_030900.rttm,63.77,38.31,24.43
C25_20170719_031440_031500.rttm,0.00,28.47,0.00
C25_20170719_032040_032100.rttm,0.00,26.83,0.00
C25_20170719_032640_032700.rttm,0.00,7.30,0.00
C25_20170719_033240_033300.rttm,0.00,25.78,0.00
C25_20170719_033840_033900.rttm,0.00,1.60,0.00
C25_20170719_034440_034500.rttm,100.00,0.00,0.00
C25_20170719_035040_035100.rttm,100.00,0.00,0.00
C25_20170719_035640_035700.rttm,100.00,0.00,0.00
C25_20170719_036240_036300.rttm,100.00,0.00,0.00
C25_20170719_036840_036900.rttm,100.00,0.00,0.00
C25_20170719_037440_037500.rttm,100.00,0.00,0.00
C25_20170719_038040_038100.rttm,0.00,2.64,0.00
C25_20170719_038640_038700.rttm,0.00,2.58,0.00
C25_20170719_039240_039300.rttm,0.00,20.48,0.00
C25_20170719_039840_039900.rttm,100.00,0.00,0.00
C25_20170719_040440_040500.rttm,0.00,1.97,0.00
C25_20170719_041040_041100.rttm,100.00,0.00,0.00
C25_20170719_041640_041700.rttm,100.00,0.00,0.00
C25_20170719_042240_042300.rttm,0.00,1.62,0.00
