filename gold_CV_cum_dur gold_CV_mean gold_CV_count gold_short_CV_count gold_CNV_cum_dur gold_CNV_mean gold_CNV_count gold_short_CNV_count gold_CH_cum_dur gold_CH_mean gold_CH_count gold_CTC_count gold_CTC_count_all lena_CH_count lena_CV_count lena_CNV_count lena_short_CV_count lena_short_CNV_count lena_CH_mean lena_CV_mean lena_CNV_mean lena_CH_cum_dur lena_CV_cum_dur lena_CNV_cum_dur lena_CTC_count child_id
ROW_2745_017940_018060 1.682 0.841 2 1 0.000 0.000 0 0 1.682 0.841 2 0 0 4 0 4 0 0 0.717 0.000 0.695 2.87 0.00 2.78 0 ROW_2745
ROW_2745_020160_020280 1.904 0.317 6 5 0.000 0.000 0 0 1.904 0.317 6 0 0 2 0 2 0 0 0.610 0.000 0.610 1.22 0.00 1.22 0 ROW_2745
ROW_2745_023760_023880 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_2745
ROW_2745_026760_026880 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 4 0 5 0 2 1.347 0.000 0.848 5.39 0.00 4.24 0 ROW_2745
ROW_2745_031260_031380 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_2745
ROW_2745_033360_033480 6.672 0.303 22 20 0.000 0.000 0 0 6.672 0.303 22 6 6 17 10 7 4 1 0.811 0.695 0.663 13.78 6.95 4.64 2 ROW_2745
ROW_2745_033720_033840 6.202 0.775 8 2 0.000 0.000 0 0 6.202 0.775 8 0 0 5 5 1 2 0 1.066 0.800 0.720 5.33 4.00 0.72 0 ROW_2745
ROW_2745_033960_034080 12.420 0.828 15 8 0.000 0.000 0 0 12.420 0.828 15 10 10 13 4 9 0 1 0.948 1.050 0.707 12.32 4.20 6.36 1 ROW_2745
ROW_2745_034980_035100 4.648 0.516 9 7 0.000 0.000 0 0 4.648 0.516 9 4 4 9 4 6 4 0 0.906 0.520 0.778 8.15 2.08 4.67 2 ROW_2745
ROW_2745_039900_040020 37.431 0.720 52 30 0.000 0.000 0 0 37.431 0.720 52 22 22 28 22 11 8 1 1.099 0.847 0.626 30.77 18.63 6.89 7 ROW_2745
ROW_2745_040800_040920 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_2745
ROW_2745_044160_044280 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_2745
ROW_2745_053040_053160 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_2745
ROW_3486_033060_033180 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 3 1 2 0 1 0.627 0.630 0.415 1.88 0.63 0.83 0 ROW_3486
ROW_3486_039660_039780 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_3486
ROW_3486_041460_041580 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_3486
ROW_3486_047220_047340 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_3486
ROW_3486_049500_049620 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_3486
ROW_3486_050040_050160 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_3486
ROW_3486_050400_050520 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_3486
ROW_3486_050940_051060 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_3486
ROW_3486_051300_051420 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_3486
ROW_7798_009660_009780 1.540 0.770 2 1 0.753 0.753 1 0 2.293 0.764 3 1 0 5 4 1 2 0 0.714 0.627 0.730 3.57 2.51 0.73 1 ROW_7798
ROW_7798_012420_012540 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_7798
ROW_7798_013800_013920 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_7798
ROW_7798_014400_014520 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_7798
ROW_7798_017580_017700 0.386 0.386 1 1 0.000 0.000 0 0 0.386 0.386 1 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_7798
ROW_7798_017880_018000 7.800 0.650 12 9 4.604 0.921 5 2 12.404 0.730 17 24 34 11 7 4 3 0 0.789 0.824 0.728 8.68 5.77 2.91 5 ROW_7798
ROW_7798_019560_019680 6.940 0.434 16 13 8.814 0.441 20 15 15.754 0.438 36 18 34 24 7 19 4 8 1.041 0.707 0.739 24.99 4.95 14.04 4 ROW_7798
ROW_7798_030780_030900 14.328 0.716 20 10 18.297 1.307 14 4 32.625 0.960 34 23 32 25 16 10 5 1 1.373 0.899 1.749 34.32 14.39 17.49 8 ROW_7798
ROW_7798_033240_033360 4.770 0.367 13 11 1.778 0.889 2 0 6.548 0.437 15 24 0 10 3 7 2 3 0.727 0.677 0.687 7.27 2.03 4.81 3 ROW_7798
ROW_7798_037020_037140 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_7798
ROW_7798_040380_040500 3.088 0.441 7 7 0.000 0.000 0 0 3.088 0.441 7 12 12 3 0 3 0 3 0.613 0.000 0.280 1.84 0.00 0.84 0 ROW_7798
ROW_7798_044580_044700 16.556 0.473 35 28 0.292 0.292 1 1 16.848 0.468 36 28 30 24 20 7 11 4 1.198 0.803 1.074 28.76 16.07 7.52 8 ROW_7798
ROW_7798_050580_050700 13.915 0.497 28 21 3.336 0.303 11 11 17.251 0.442 39 12 0 3 1 3 0 1 0.983 1.340 0.390 2.95 1.34 1.17 1 ROW_7798
ROW_7798_051420_051540 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_7798
ROW_7798_056220_056340 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_7798
ROW_8357_002820_002940 4.912 0.546 9 5 0.000 0.000 0 0 4.912 0.546 9 11 11 7 8 0 5 0 0.800 0.522 0.000 5.60 4.18 0.00 2 ROW_8357
ROW_8357_006900_007020 11.862 0.847 14 8 23.637 1.688 14 3 35.499 1.268 28 18 37 6 2 4 1 0 0.972 0.425 0.965 5.83 0.85 3.86 1 ROW_8357
ROW_8357_007620_007740 28.096 0.685 41 30 9.817 1.963 5 1 37.913 0.824 46 0 0 9 6 4 6 2 0.872 0.362 0.573 7.85 2.17 2.29 0 ROW_8357
ROW_8357_012660_012780 9.019 0.410 22 17 0.093 0.093 1 1 9.112 0.396 23 18 20 11 7 5 5 2 1.023 0.461 1.060 11.25 3.23 5.30 2 ROW_8357
ROW_8357_019560_019680 12.426 0.690 18 9 0.000 0.000 0 0 12.426 0.690 18 20 20 10 6 4 2 2 0.684 0.650 0.537 6.84 3.90 2.15 1 ROW_8357
ROW_8357_020220_020340 23.130 1.101 21 5 0.690 0.690 1 0 23.820 1.083 22 27 29 15 9 6 1 2 0.801 0.856 0.718 12.01 7.70 4.31 3 ROW_8357
ROW_8357_021540_021660 25.106 0.697 36 16 0.000 0.000 0 0 25.106 0.697 36 16 16 22 20 2 4 2 0.797 0.804 0.305 17.54 16.09 0.61 0 ROW_8357
ROW_8357_027960_028080 4.298 0.287 15 14 0.168 0.168 1 1 4.466 0.279 16 10 10 16 8 12 7 3 0.720 0.394 0.379 11.52 3.15 4.55 1 ROW_8357
ROW_8357_030300_030420 3.639 0.728 5 1 1.400 0.700 2 1 5.039 0.720 7 0 0 5 5 1 1 0 1.144 0.762 1.270 5.72 3.81 1.27 0 ROW_8357
ROW_8357_041400_041520 24.777 0.799 31 15 1.476 0.738 2 1 26.253 0.796 33 27 29 17 8 9 2 4 1.065 1.101 0.933 18.10 8.81 8.40 4 ROW_8357
ROW_8357_042720_042840 1.275 0.425 3 2 0.000 0.000 0 0 1.275 0.425 3 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_8357
ROW_8357_053160_053280 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_8357
ROW_8357_053280_053400 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_8357
ROW_8357_055860_055980 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_8357
ROW_8357_057000_057120 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_8357
ROW_9408_014880_015000 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9408
ROW_9408_018540_018660 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9408
ROW_9408_036300_036420 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9408
ROW_9408_037500_037620 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9408
ROW_9408_039540_039660 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9408
ROW_9408_042120_042240 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9408
ROW_9408_043080_043200 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9408
ROW_9408_046140_046260 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9408
ROW_9492_003780_003900 13.404 0.496 27 18 0.000 0.000 0 0 13.404 0.496 27 15 15 11 8 4 4 1 0.787 0.546 0.375 8.66 4.37 1.50 3 ROW_9492
ROW_9492_004560_004680 3.464 0.433 8 7 0.000 0.000 0 0 3.464 0.433 8 2 2 3 3 1 1 0 1.033 0.633 0.520 3.10 1.90 0.52 0 ROW_9492
ROW_9492_006180_006300 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 4 3 1 1 0 0.858 0.570 0.980 3.43 1.71 0.98 2 ROW_9492
ROW_9492_007020_007140 6.176 0.561 11 7 0.000 0.000 0 0 6.326 0.527 12 3 4 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9492
ROW_9492_007380_007500 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9492
ROW_9492_011100_011220 7.736 0.967 8 4 0.328 0.328 1 1 8.064 0.896 9 6 7 9 8 2 2 0 1.203 1.018 1.035 10.83 8.14 2.07 3 ROW_9492
ROW_9492_011340_011460 5.638 0.513 11 7 7.458 2.486 3 1 13.096 0.935 14 4 4 7 4 3 0 0 2.364 0.830 4.410 16.55 3.32 13.23 2 ROW_9492
ROW_9492_015240_015360 0.246 0.246 1 1 0.000 0.000 0 0 0.246 0.246 1 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9492
ROW_9492_026220_026340 0.154 0.154 1 1 0.000 0.000 0 0 0.154 0.154 1 0 0 3 0 4 0 1 0.613 0.000 0.460 1.84 0.00 1.84 0 ROW_9492
ROW_9492_027960_028080 12.718 0.578 22 12 0.732 0.732 1 0 13.450 0.585 23 4 4 16 9 9 2 2 1.177 0.899 0.879 18.84 8.09 7.91 1 ROW_9492
ROW_9492_037200_037320 2.773 1.386 2 1 0.000 0.000 0 0 2.773 1.386 2 0 0 1 0 1 0 0 0.680 0.000 0.680 0.68 0.00 0.68 0 ROW_9492
ROW_9492_044280_044400 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9492
ROW_9492_046020_046140 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9492
ROW_9492_047820_047940 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9492
ROW_9492_048180_048300 10.204 1.020 10 5 0.000 0.000 0 0 10.204 1.020 10 1 1 4 1 4 1 2 1.395 0.280 1.113 5.58 0.28 4.45 0 ROW_9492
ROW_9801_007440_007560 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9801
ROW_9801_012840_012960 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 1 1 0 1 0 1 0.600 0.000 0.400 0.60 0.00 0.40 0 ROW_9801
ROW_9801_026580_026700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9801
ROW_9801_055020_055140 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9801
ROW_9801_056040_056160 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 ROW_9801
SOD_3542_003120_003240 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3542
SOD_3542_003900_004020 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 1 0 0 0 1.360 1.360 0.000 1.36 1.36 0.00 1 SOD_3542
SOD_3542_004920_005040 1.178 0.393 3 2 0.000 0.000 0 0 1.178 0.393 3 3 3 2 2 0 0 0 1.210 1.210 0.000 2.42 2.42 0.00 2 SOD_3542
SOD_3542_005220_005340 1.760 0.880 2 1 0.000 0.000 0 0 1.760 0.880 2 3 3 6 4 3 1 2 0.840 0.703 0.197 5.04 2.81 0.59 3 SOD_3542
SOD_3542_006060_006180 4.239 0.530 8 6 0.000 0.000 0 0 4.239 0.530 8 10 10 2 1 1 0 0 1.090 0.900 1.180 2.18 0.90 1.18 0 SOD_3542
SOD_3542_006360_006480 5.423 0.452 12 10 3.952 0.395 10 8 9.375 0.426 22 15 24 8 7 1 2 0 0.771 0.773 0.630 6.17 5.41 0.63 4 SOD_3542
SOD_3542_010080_010200 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3542
SOD_3542_010500_010620 0.711 0.355 2 2 0.000 0.000 0 0 0.711 0.355 2 4 4 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3542
SOD_3542_011580_011700 0.753 0.108 7 7 0.000 0.000 0 0 0.753 0.108 7 8 8 1 1 0 0 0 1.100 1.100 0.000 1.10 1.10 0.00 1 SOD_3542
SOD_3542_015540_015660 9.006 0.750 12 5 0.000 0.000 0 0 9.006 0.750 12 15 15 9 2 7 2 0 0.637 0.555 0.646 5.73 1.11 4.52 1 SOD_3542
SOD_3542_017220_017340 0.760 0.190 4 4 0.000 0.000 0 0 0.760 0.190 4 6 6 2 2 0 0 0 1.220 1.220 0.000 2.44 2.44 0.00 0 SOD_3542
SOD_3542_018180_018300 26.745 0.514 52 37 29.475 1.016 29 10 56.220 0.694 81 34 48 27 23 15 12 3 2.489 0.766 2.804 67.21 17.61 42.06 2 SOD_3542
SOD_3542_019020_019140 2.180 0.311 7 7 0.000 0.000 0 0 2.180 0.311 7 10 10 6 7 0 7 0 0.753 0.436 0.000 4.52 3.05 0.00 4 SOD_3542
SOD_3542_020700_020820 19.519 0.697 28 15 0.559 0.559 1 1 20.078 0.692 29 16 17 22 14 12 10 6 0.800 0.501 0.549 17.60 7.01 6.59 1 SOD_3542
SOD_3542_021480_021600 1.142 0.228 5 5 0.000 0.000 0 0 1.142 0.228 5 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3542
SOD_3634_004260_004380 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3634
SOD_3634_004860_004980 5.495 0.423 13 9 0.000 0.000 0 0 5.495 0.423 13 16 0 1 1 0 1 0 0.640 0.640 0.000 0.64 0.64 0.00 0 SOD_3634
SOD_3634_007260_007380 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3634
SOD_3634_010860_010980 7.033 0.541 13 10 0.000 0.000 0 0 7.033 0.541 13 15 15 3 4 0 2 0 0.820 0.502 0.000 2.46 2.01 0.00 0 SOD_3634
SOD_3634_017520_017640 3.040 0.608 5 3 0.000 0.000 0 0 3.040 0.608 5 10 0 4 1 3 1 1 0.625 0.600 0.633 2.50 0.60 1.90 0 SOD_3634
SOD_3634_022140_022260 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3634
SOD_3634_022620_022740 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3634
SOD_3634_023040_023160 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3634
SOD_3634_023940_024060 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3634
SOD_3634_024540_024660 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3634
SOD_3634_025320_025440 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3634
SOD_3634_026100_026220 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3634
SOD_3634_028140_028260 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_3634
SOD_3634_033000_033120 21.194 0.706 30 12 0.000 0.000 0 0 21.194 0.706 30 0 0 18 18 0 6 0 0.739 0.674 0.000 13.30 12.14 0.00 0 SOD_3634
SOD_3634_036120_036240 9.339 0.667 14 8 0.000 0.000 0 0 9.339 0.667 14 5 5 4 4 0 1 0 0.670 0.625 0.000 2.68 2.50 0.00 3 SOD_3634
SOD_4483_002100_002220 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 4 4 0 1 0 0.723 0.723 0.000 2.89 2.89 0.00 1 SOD_4483
SOD_4483_002700_002820 22.397 0.722 31 15 0.476 0.238 2 2 22.873 0.693 33 28 30 20 12 8 5 1 1.019 0.872 1.030 20.38 10.46 8.24 4 SOD_4483
SOD_4483_003120_003240 6.848 0.342 20 17 0.426 0.426 1 1 7.274 0.346 21 15 16 9 2 7 1 2 1.118 0.595 0.963 10.06 1.19 6.74 1 SOD_4483
SOD_4483_003420_003540 3.813 0.347 11 9 0.000 0.000 0 0 3.813 0.347 11 4 4 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_4483
SOD_4483_003780_003900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 0 1 0 0 0.380 0.000 0.600 0.38 0.00 0.60 0 SOD_4483
SOD_4483_004200_004320 1.328 1.328 1 0 0.000 0.000 0 0 1.328 1.328 1 1 1 2 1 1 0 0 0.630 1.050 1.040 1.26 1.05 1.04 0 SOD_4483
SOD_4483_004560_004680 7.226 0.903 8 2 0.000 0.000 0 0 7.226 0.903 8 0 0 8 5 3 3 1 0.752 0.618 0.587 6.02 3.09 1.76 0 SOD_4483
SOD_4483_004860_004980 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 0 1 0 0 0.600 0.000 0.600 0.60 0.00 0.60 0 SOD_4483
SOD_4483_004980_005100 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_4483
SOD_4483_005280_005400 23.303 1.059 22 3 0.928 0.464 2 1 24.231 1.010 24 2 3 14 11 7 3 2 1.724 0.849 1.524 24.14 9.34 10.67 0 SOD_4483
SOD_4483_005460_005580 0.210 0.210 1 1 0.000 0.000 0 0 0.210 0.210 1 1 1 8 5 4 3 2 0.856 0.548 0.525 6.85 2.74 2.10 3 SOD_4483
SOD_4483_005760_005880 0.239 0.239 1 1 0.000 0.000 0 0 0.239 0.239 1 2 2 6 2 4 1 2 1.208 0.650 0.987 7.25 1.30 3.95 1 SOD_4483
SOD_4483_006120_006240 1.363 0.454 3 2 0.000 0.000 0 0 1.363 0.454 3 3 3 8 0 8 0 3 0.786 0.000 0.477 6.29 0.00 3.82 0 SOD_4483
SOD_4483_006240_006360 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 6 2 4 1 2 0.765 0.525 0.468 4.59 1.05 1.87 2 SOD_4483
SOD_4483_006600_006720 0.577 0.192 3 3 0.000 0.000 0 0 0.577 0.192 3 2 0 1 1 0 1 0 0.690 0.180 0.000 0.69 0.18 0.00 0 SOD_4483
SOD_4736_004440_004560 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 2 0 3 0 2 0.760 0.000 0.297 1.52 0.00 0.89 0 SOD_4736
SOD_4736_005760_005880 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 7 1 6 0 1 1.220 2.010 0.973 8.54 2.01 5.84 0 SOD_4736
SOD_4736_008940_009060 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 6 4 2 1 0 0.903 0.910 0.845 5.42 3.64 1.69 2 SOD_4736
SOD_4736_009720_009840 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 4 3 1 1 0 0.660 0.507 0.800 2.64 1.52 0.80 3 SOD_4736
SOD_4736_011220_011340 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_4736
SOD_4736_013800_013920 6.230 1.038 6 0 15.360 2.194 7 0 21.590 1.661 13 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_4736
SOD_4736_016920_017040 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 15 13 4 5 0 1.298 0.873 1.250 19.47 11.35 5.00 4 SOD_4736
SOD_4736_018360_018480 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 9 1 8 1 0 0.813 0.650 0.821 7.32 0.65 6.57 1 SOD_4736
SOD_4736_018780_018900 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 16 5 11 1 2 0.751 0.706 0.663 12.02 3.53 7.29 1 SOD_4736
SOD_4736_020280_020400 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 6 4 2 1 1 0.688 0.635 0.600 4.13 2.54 1.20 1 SOD_4736
SOD_4736_023580_023700 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_4736
SOD_4736_025740_025860 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_4736
SOD_4736_026460_026580 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_4736
SOD_4736_029520_029640 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 4 1 3 1 1 0.747 0.290 0.563 2.99 0.29 1.69 1 SOD_4736
SOD_4736_033120_033240 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 1 0 1 0 0 0.640 0.000 0.640 0.64 0.00 0.64 0 SOD_4736
SOD_8445_006660_006780 1.134 0.567 2 1 0.000 0.000 0 0 1.134 0.567 2 0 0 2 0 2 0 0 0.825 0.000 0.390 1.65 0.00 0.78 0 SOD_8445
SOD_8445_011700_011820 7.344 1.224 6 1 0.277 0.277 1 1 7.621 1.089 7 9 10 3 1 2 0 0 0.803 0.840 0.785 2.41 0.84 1.57 0 SOD_8445
SOD_8445_012900_013020 16.988 0.772 22 14 3.110 0.346 9 8 20.098 0.648 31 27 0 14 11 3 1 1 0.849 0.850 0.557 11.89 9.35 1.67 4 SOD_8445
SOD_8445_015660_015780 0.000 0.000 0 0 0.000 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_8445
SOD_8445_017580_017700 16.850 1.053 16 7 1.367 0.342 4 4 18.217 0.911 20 18 26 8 3 5 0 1 2.027 1.913 2.030 16.22 5.74 10.15 2 SOD_8445
SOD_8445_019980_020100 33.727 1.686 20 0 0.000 0.000 0 0 33.727 1.686 20 3 3 13 5 9 2 3 1.078 0.612 1.158 14.01 3.06 10.42 1 SOD_8445
